FID,id_objeto,nome,geometriaaproximada,nomeabrev,largura,extensao,operacional,situacaofisica,homologacao,tipopista,usopista,revestimento,geom
BCIM_Pista_Ponto_Pouso_P.37657,37657,Sítio São José,Não,,32,700,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-48.543888888735424 -21.797777776667075)
BCIM_Pista_Ponto_Pouso_P.37661,37661,Estância Regina,Não,,30,900,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-57.909444443827965 -21.008333331830165)
BCIM_Pista_Ponto_Pouso_P.37665,37665,Fazenda Palmital,Não,,24,920,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-48.28638888881098 -20.69638888790364)
BCIM_Pista_Ponto_Pouso_P.37667,37667,Fazenda Araras,Não,,18,1000,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-55.2519444440758 -19.629722220990814)
BCIM_Pista_Ponto_Pouso_P.37669,37669,Ana Paula,Não,,23,780,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-54.089925438633195 -31.738249893843065)
BCIM_Pista_Ponto_Pouso_P.37671,37671,Fazenda Bom Retiro,Não,,18,900,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-50.046111110825436 -22.799166665379595)
BCIM_Pista_Ponto_Pouso_P.37673,37673,Fazenda Jatobá,Não,,23,900,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-56.26999999976359 -16.483333332361024)
BCIM_Pista_Ponto_Pouso_P.37675,37675,Fazenda Beira Rio,Não,,20,600,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-56.17250000025947 -7.55027777767467)
BCIM_Pista_Ponto_Pouso_P.37679,37679,Fazenda Jatobá,Não,,20,600,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-55.926944444007304 -20.099166665354065)
BCIM_Pista_Ponto_Pouso_P.37681,37681,Vila de Tocos,Não,,23,700,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-41.29472222234288 -21.877777777007875)
BCIM_Pista_Ponto_Pouso_P.37683,37683,Conceição,Não,,27,1000,Sim,Construída,Sim,Pista de pouso,Público,Asfalto/Concreto Asfáltico,POINT (-38.49750000081108 -7.562500000737399)
BCIM_Pista_Ponto_Pouso_P.37687,37687,Monteiro,Não,,28,1000,Sim,Construída,Sim,Pista de pouso,Público,Asfalto/Concreto Asfáltico,POINT (-37.13666666747916 -7.8783333341003745)
BCIM_Pista_Ponto_Pouso_P.37689,37689,Itaporanga,Não,,27,1200,Sim,Construída,Sim,Pista de pouso,Público,Asfalto/Concreto Asfáltico,POINT (-38.11333333415808 -7.308333334107814)
BCIM_Pista_Ponto_Pouso_P.37691,37691,Brejo das Freiras,Não,,25,950,Sim,Construída,Sim,Pista de pouso,Público,Cascalho,POINT (-38.50277777862134 -6.704166667474877)
BCIM_Pista_Ponto_Pouso_P.37695,37695,Fazenda Serrinha,Não,,20,800,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-52.33999999972783 -20.660833332147657)
BCIM_Pista_Ponto_Pouso_P.37697,37697,Gaivota Aviação Agrícola,Não,,30,800,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-58.77499999979459 -13.459999999191655)
BCIM_Pista_Ponto_Pouso_P.37699,37699,Cidade Capelinha,Não,,23,1150,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-42.53111111140508 -17.682777777382576)
BCIM_Pista_Ponto_Pouso_P.37703,37703,Fazenda Vista Bonita,Não,,30,800,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-51.81320718476595 -22.503796106757974)
BCIM_Pista_Ponto_Pouso_P.37705,37705,SOLAG - Sol e Lua Aviação Agrícola,Não,,23,1300,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-56.046944444401966 -13.31972222157339)
BCIM_Pista_Ponto_Pouso_P.37707,37707,Doutor Walter Beckert,Não,,20,800,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-51.32361111068567 -23.97166666519832)
BCIM_Pista_Ponto_Pouso_P.37711,37711,Fazenda do Cedro,Não,,18,650,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-53.19638888807324 -28.108333331367895)
BCIM_Pista_Ponto_Pouso_P.37713,37713,Doutor Almir Lopes de Oliveira Melo,Não,,23,1430,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-43.00055555642843 -4.268888889704496)
BCIM_Pista_Ponto_Pouso_P.37715,37715,Fazenda São João do Monte Alto,Não,,25,600,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-55.26388888840177 -21.497222220804918)
BCIM_Pista_Ponto_Pouso_P.37719,37719,Fazenda Cibrapa,Não,,25,1000,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-52.092500000063545 -15.04111111050108)
BCIM_Pista_Ponto_Pouso_P.37721,37721,Fazenda Ipanema,Não,,80,1100,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-47.58138888868267 -23.425555554324994)
BCIM_Pista_Ponto_Pouso_P.37723,37723,Retiro Piúva,Não,,18,500,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-56.7036111106445 -19.835555554229124)
BCIM_Pista_Ponto_Pouso_P.37725,37725,Fazenda Santa Lucinha,Não,,30,600,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-56.732222221866564 -18.02333333218438)
BCIM_Pista_Ponto_Pouso_P.37727,37727,Fazenda Yanduy,Não,,23,500,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-51.81944444398547 -24.077499998496805)
BCIM_Pista_Ponto_Pouso_P.37731,37731,Fazenda Ibiporã,Não,,23,950,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-50.79666666642502 -21.463333332144433)
BCIM_Pista_Ponto_Pouso_P.37737,37737,Colonial,Não,,18,800,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-43.40527777815374 -15.451388888675464)
BCIM_Pista_Ponto_Pouso_P.37739,37739,Fazenda São José,Não,,18,600,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-54.716944444047556 -20.573333332035478)
BCIM_Pista_Ponto_Pouso_P.37743,37743,Monte Verde,Não,,23,1100,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-57.49972222228556 -9.9472222218225)
BCIM_Pista_Ponto_Pouso_P.37745,37745,Fazenda Várzea Funda,Não,,25,900,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-57.73222222189473 -16.583611110051727)
BCIM_Pista_Ponto_Pouso_P.37747,37747,Estância Tara,Não,,30,700,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-56.72472222173828 -20.088333331980813)
BCIM_Pista_Ponto_Pouso_P.37749,37749,Fazenda Boca de Onça,Não,,23,930,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-56.706111110584864 -20.766944443026045)
BCIM_Pista_Ponto_Pouso_P.37751,37751,Pedra Branca,Não,,20,1000,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-50.45916666624496 -24.624166665174528)
BCIM_Pista_Ponto_Pouso_P.37753,37753,Fazenda Cachoeirinha,Não,,25,800,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-56.26888888841362 -20.382222220864065)
BCIM_Pista_Ponto_Pouso_P.37755,37755,Fazenda Dois Irmãos,Não,,30,1000,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-57.28861111082162 -16.387222221205636)
BCIM_Pista_Ponto_Pouso_P.37757,37757,Fazenda Dinorá,Não,,20,550,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-50.60125808071098 -23.416857286030442)
BCIM_Pista_Ponto_Pouso_P.37759,37759,Fazenda Firme,Não,,26,1000,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-57.01166666621789 -19.259444443158856)
BCIM_Pista_Ponto_Pouso_P.37761,37761,Santa Rita do Araguaia,Não,,23,1200,Sim,Construída,Sim,Pista de pouso,Público,Cascalho,POINT (-53.197368155226194 -17.325722415607867)
BCIM_Pista_Ponto_Pouso_P.37763,37763,Fazenda Jurema,Não,,18,600,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-54.24638888844093 -21.805277776381235)
BCIM_Pista_Ponto_Pouso_P.37765,37765,Fazenda Mudança,Não,,20,960,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-60.86194444431476 -9.912222221644988)
BCIM_Pista_Ponto_Pouso_P.37773,37773,Fazenda Travessão,Não,,20,1000,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-60.11666666621896 -16.1477777766349)
BCIM_Pista_Ponto_Pouso_P.37775,37775,Fazenda Ribeirão,Não,,18,600,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-43.775277777786044 -22.4155555546127)
BCIM_Pista_Ponto_Pouso_P.37777,37777,Primo Bitti,Não,,30,1600,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-40.100833333590614 -19.826388888388216)
BCIM_Pista_Ponto_Pouso_P.37779,37779,Fazenda Yndiana,Não,,40,812,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-57.495833332692044 -21.778333331775976)
BCIM_Pista_Ponto_Pouso_P.37781,37781,Fazenda Jopejó,Não,,20,1200,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-55.82499999987469 -14.999999999197843)
BCIM_Pista_Ponto_Pouso_P.37785,37785,Fazenda São Benedito,Não,,30,850,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-57.86277777746136 -16.270555554520158)
BCIM_Pista_Ponto_Pouso_P.37787,37787,Asa Delta,Não,,50,950,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-53.23361111108964 -15.571388888166716)
BCIM_Pista_Ponto_Pouso_P.37789,37789,Fazenda Araguari,Não,,18,1400,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-53.95777777784326 -13.33666666612682)
BCIM_Pista_Ponto_Pouso_P.37791,37791,Fazenda Granja Santiago,Não,,30,1100,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-46.66000000018184 -17.162222221677705)
BCIM_Pista_Ponto_Pouso_P.37795,37795,Fazenda Café no Bule,Não,,20,1200,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-53.82583333303307 -19.815277776601203)
BCIM_Pista_Ponto_Pouso_P.37797,37797,Estância Miranda,Não,,23,1000,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-57.14388888826065 -21.91444444289146)
BCIM_Pista_Ponto_Pouso_P.37799,37799,Fazenda Gairova,Não,,20,1000,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-58.23666666662052 -11.197777777218322)
BCIM_Pista_Ponto_Pouso_P.37801,37801,Fazenda Progresso,Não,,18,930,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-44.203333334046135 -7.502500000492432)
BCIM_Pista_Ponto_Pouso_P.37803,37803,Fazenda Soberana,Não,,18,780,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-46.06250000075333 -5.455833333915889)
BCIM_Pista_Ponto_Pouso_P.37805,37805,Fazenda Itaipavas,Não,,18,616,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-48.99583333394485 -6.616388889232956)
BCIM_Pista_Ponto_Pouso_P.37809,37809,Estância Vacadiga,Não,,22,800,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-56.571388888303716 -21.79861110959824)
BCIM_Pista_Ponto_Pouso_P.37811,37811,Fazenda Boa Sorte,Não,,25,1000,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-46.61444444462541 -17.21111111056395)
BCIM_Pista_Ponto_Pouso_P.37815,37815,Fazenda Paraná,Não,,23,1400,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-58.21805555548257 -11.699999999392904)
BCIM_Pista_Ponto_Pouso_P.37817,37817,Crepurizão,Não,,18,700,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-56.842222222484885 -6.819999999929573)
BCIM_Pista_Ponto_Pouso_P.37819,37819,Vazante,Não,,22,900,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-46.86166666679916 -17.9549999993653)
BCIM_Pista_Ponto_Pouso_P.37821,37821,Fazenda Santa Maria do Porto da Capivara,Não,,20,1050,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-56.59821981437969 -17.144881232111185)
BCIM_Pista_Ponto_Pouso_P.37823,37823,Ely Rego,Não,,25,500,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-49.59999999956367 -25.53944444290091)
BCIM_Pista_Ponto_Pouso_P.37827,37827,Fazenda Vera Paz,Não,,25,900,Sim,Construída,Sim,Pista de pouso,Particular,Piçarra,POINT (-56.76472222245933 -7.394722222102549)
BCIM_Pista_Ponto_Pouso_P.37829,37829,Fazenda Cristalino,Não,,18,850,Sim,Construída,Sim,Pista de pouso,Particular,Piçarra,POINT (-55.97666666682601 -9.667777777485636)
BCIM_Pista_Ponto_Pouso_P.37833,37833,Fazenda Viamão,Não,,18,900,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-46.00166666742883 -5.289166667266034)
BCIM_Pista_Ponto_Pouso_P.37835,37835,Fazenda Bonanza,Não,,18,820,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-45.91555555632568 -5.1572222228365625)
BCIM_Pista_Ponto_Pouso_P.37837,37837,Fazenda Pison,Não,,20,600,Sim,Construída,Sim,Pista de pouso,Particular,Argila,POINT (-57.78027777808347 -5.020000000045447)
BCIM_Pista_Ponto_Pouso_P.37839,37839,Fazenda Samauma,Não,,20,800,Sim,Construída,Sim,Pista de pouso,Particular,Piçarra,POINT (-57.10583333356087 -7.236111110988276)
BCIM_Pista_Ponto_Pouso_P.37841,37841,Fazenda Continental,Não,,40,1030,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-48.65833333326487 -20.24111111015376)
BCIM_Pista_Ponto_Pouso_P.37845,37845,Fazenda Olho D'Água,Não,,20,1200,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-43.535000000805184 -5.666666667345409)
BCIM_Pista_Ponto_Pouso_P.37849,37849,Aviador Mário Luiz Spinelli,Não,,18,800,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-55.501111111003276 -15.003333332547967)
BCIM_Pista_Ponto_Pouso_P.37853,37853,Fazenda Colorado,Não,,20,800,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-56.77194444392295 -20.630555554147303)
BCIM_Pista_Ponto_Pouso_P.37855,37855,Ilha dos Porcos Grandes,Não,,18,500,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-44.314444444396656 -23.05888888785325)
BCIM_Pista_Ponto_Pouso_P.37857,37857,Fazenda Regalito,Não,,35,1000,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-46.8725000003111 -14.470555555268737)
BCIM_Pista_Ponto_Pouso_P.37859,37859,Fazenda Rio Capim,Não,,18,1200,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-48.656388889649136 -3.5586111117325365)
BCIM_Pista_Ponto_Pouso_P.37861,37861,Clube de Ultraleves Aeroleve S/C,Não,,20,480,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-53.498333332723156 -24.92666666499766)
BCIM_Pista_Ponto_Pouso_P.37863,37863,Água Branca,Não,,20,700,Sim,Construída,Sim,Pista de pouso,Particular,Piçarra,POINT (-56.28500000031291 -6.390833333331454)
BCIM_Pista_Ponto_Pouso_P.37867,37867,Fazenda Cristo,Não,,18,1200,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-56.98722222173657 -19.865833331989265)
BCIM_Pista_Ponto_Pouso_P.37869,37869,Fazenda Três Marias,Não,,30,800,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-53.804166666133355 -23.511944442900344)
BCIM_Pista_Ponto_Pouso_P.37871,37871,Fazenda Mariad,Não,,18,730,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-40.35750000071289 -9.392222222721996)
BCIM_Pista_Ponto_Pouso_P.37875,37875,Comandante Carlos Inácio Agnes,Não,,20,1050,Sim,Construída,Sim,Pista de pouso,Particular,Piçarra,POINT (-47.422777778487045 -5.576666667175983)
BCIM_Pista_Ponto_Pouso_P.37877,37877,Fazenda São Miguel,Não,,30,1100,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-46.70944444468578 -15.973055555127948)
BCIM_Pista_Ponto_Pouso_P.37879,37879,Fazenda Seis Palmas,Não,,35,1200,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-57.71583333272306 -21.099444442942186)
BCIM_Pista_Ponto_Pouso_P.37887,37887,Codenorte,Não,,18,650,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-49.22277777853192 -3.2855555561733163)
BCIM_Pista_Ponto_Pouso_P.37889,37889,Reserva Part.do Patr. Nacional - Posto Fiscal Santo André,Não,,18,800,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-56.172499999752105 -16.770833332337705)
BCIM_Pista_Ponto_Pouso_P.37891,37891,Fazenda Nascente,Não,,30,900,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-55.75305555524539 -18.2088888877727)
BCIM_Pista_Ponto_Pouso_P.37893,37893,Fazenda Reunidas,Não,,18,1300,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-51.151111111068936 -17.752499999168077)
BCIM_Pista_Ponto_Pouso_P.37847,37847,Fazenda Santa Ada,Não,,23,750,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-53.840665301481586 -22.758386787811677)
BCIM_Pista_Ponto_Pouso_P.37895,37895,Fazenda Mutum,Não,,33,1001,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-52.84321272180639 -22.2829594602133)
BCIM_Pista_Ponto_Pouso_P.37901,37901,Fazenda Jangada,Não,,18,700,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-56.57805555537447 -15.240833332467462)
BCIM_Pista_Ponto_Pouso_P.37905,37905,Fazenda Primeiro de Maio,Não,,35,1180,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-54.94111111086652 -17.875555554514868)
BCIM_Pista_Ponto_Pouso_P.37907,37907,São Francisco,Não,,50,900,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-53.197777777326 -22.788888887446745)
BCIM_Pista_Ponto_Pouso_P.37909,37909,Nova Conceição Agroindustrial,Não,,18,950,Sim,Construída,Sim,Pista de pouso,Particular,Piçarra,POINT (-49.785277778529355 -2.9230555561770624)
BCIM_Pista_Ponto_Pouso_P.37913,37913,Fazenda Esperança,Não,,43,945,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-53.564444443980975 -22.649444442997922)
BCIM_Pista_Ponto_Pouso_P.37915,37915,Fazenda Novo Horizonte - TATTERSAL,Não,,30,1000,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-54.77694444417945 -18.36805555447437)
BCIM_Pista_Ponto_Pouso_P.37917,37917,Fazenda Negrinha,Não,,23,1000,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-50.871666666396166 -21.875833332098892)
BCIM_Pista_Ponto_Pouso_P.37921,37921,Fazenda Nova Holanda,Não,,18,1050,Sim,Construída,Sim,Pista de pouso,Particular,Piçarra,POINT (-46.358888889485726 -8.806944444719715)
BCIM_Pista_Ponto_Pouso_P.37923,37923,Fazenda Mapisa,Não,,25,650,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-46.518055556341466 -4.4130555562043465)
BCIM_Pista_Ponto_Pouso_P.37925,37925,Fazenda Santa Maria,Não,,30,1200,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-56.424722221665 -21.508055554078645)
BCIM_Pista_Ponto_Pouso_P.37927,37927,Laranjal,Não,,25,1000,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-52.488611111860635 -0.7947222228909719)
BCIM_Pista_Ponto_Pouso_P.37885,37885,Tenente Lund Presetto,Não,,30,2000,Sim,Construída,Sim,Pista de pouso,Público,Asfalto/Concreto Asfáltico,POINT (-47.382499999967315 -20.590277776848325)
BCIM_Pista_Ponto_Pouso_P.37929,37929,Fazenda Recanto,Não,,40,1000,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-54.01611111090883 -18.011388887882788)
BCIM_Pista_Ponto_Pouso_P.37935,37935,Fazenda Xerez,Não,,25,850,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-56.70861111050919 -21.924444442912325)
BCIM_Pista_Ponto_Pouso_P.37937,37937,Fazenda Santa Rita,Não,,30,1380,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-37.756388889682555 -8.228333334045454)
BCIM_Pista_Ponto_Pouso_P.37943,37943,Fazenda Guanabara,Não,,23,1200,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-51.27055555532881 -20.82111110996341)
BCIM_Pista_Ponto_Pouso_P.37949,37949,Fazenda Cachoeira,Não,,20,1000,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-54.376944444012814 -21.43111110974518)
BCIM_Pista_Ponto_Pouso_P.37953,37953,Fazenda Soroteca,Não,,20,980,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-58.30833333302842 -15.631388887892683)
BCIM_Pista_Ponto_Pouso_P.37955,37955,Fazenda Água Doce,Não,,25,1000,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-56.23888888876123 -14.642222221433347)
BCIM_Pista_Ponto_Pouso_P.37967,37967,Fazenda Mato Alto,Não,,30,1000,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-54.31416666610422 -23.50388888732055)
BCIM_Pista_Ponto_Pouso_P.37969,37969,Fazenda São Miguel,Não,,20,600,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-57.15333333294817 -18.09805555437729)
BCIM_Pista_Ponto_Pouso_P.37975,37975,Fazenda Santa Helena,Não,,20,480,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-57.014722221833004 -18.29805555436478)
BCIM_Pista_Ponto_Pouso_P.37977,37977,Taua,Não,,23,1100,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-39.15888888930463 -16.901388888730118)
BCIM_Pista_Ponto_Pouso_P.37979,37979,Fazenda Santa Fé,Não,,30,1200,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-50.35722222264255 -9.588055555561796)
BCIM_Pista_Ponto_Pouso_P.37985,37985,Porta do Céu,Não,,20,420,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-48.42944444530903 -1.3147222230334819)
BCIM_Pista_Ponto_Pouso_P.37987,37987,Itapessoca,Não,,30,1800,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-34.856944445277854 -7.6572222230980005)
BCIM_Pista_Ponto_Pouso_P.37989,37989,Fazenda Água Preta,Não,,19,1450,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-51.466388889030185 -14.1380555550673)
BCIM_Pista_Ponto_Pouso_P.37991,37991,Fazenda Palmeiras,Não,,20,800,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-49.77388888933135 -9.601944444478768)
BCIM_Pista_Ponto_Pouso_P.37997,37997,Fazenda Entre Serras,Não,,20,1200,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-54.47666666663483 -14.622222221528602)
BCIM_Pista_Ponto_Pouso_P.37999,37999,Fazenda Progresso,Não,,18,800,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-57.69055555491987 -21.509999998459026)
BCIM_Pista_Ponto_Pouso_P.38007,38007,Ambrósio,Não,,23,800,Sim,Construída,Sim,Pista de pouso,Particular,Piçarra,POINT (-50.81138888964703 -1.981388889539666)
BCIM_Pista_Ponto_Pouso_P.38009,38009,Senador Antonio Farias,Não,,18,900,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-35.04472222309852 -6.407500000968785)
BCIM_Pista_Ponto_Pouso_P.38011,38011,Monte Verde,Não,,25,1000,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-50.321388889606254 -3.274166667234162)
BCIM_Pista_Ponto_Pouso_P.37931,37931,Fazenda Cachoeira do Lontra,Não,,40,900,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-53.69137725541739 -21.284497672064656)
BCIM_Pista_Ponto_Pouso_P.38013,38013,Fazenda Paraíso,Não,,20,1000,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-52.9958333331172 -19.157222221154164)
BCIM_Pista_Ponto_Pouso_P.38015,38015,Fazenda Estância Regina,Não,,30,800,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-54.79055555515032 -20.640833332025014)
BCIM_Pista_Ponto_Pouso_P.38017,38017,Botelho,Não,,30,1750,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-47.7202777779824 -15.941666666191425)
BCIM_Pista_Ponto_Pouso_P.38019,38019,Fazenda Morro Alto,Não,,20,1000,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-55.71055555568424 -10.506111110752947)
BCIM_Pista_Ponto_Pouso_P.38021,38021,Aerolis,Não,,20,584,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-50.47083333250067 -30.542222220142406)
BCIM_Pista_Ponto_Pouso_P.38023,38023,Morro do Chapéu II,Não,,19,1200,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-55.80111111098951 -14.957777776981072)
BCIM_Pista_Ponto_Pouso_P.38027,38027,Fazenda Bom Jardim,Não,,30,800,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-50.12361111110858 -17.900277776983692)
BCIM_Pista_Ponto_Pouso_P.38029,38029,Fazenda Flor da Mata,Não,,20,900,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-52.8019444447037 -10.716666666440945)
BCIM_Pista_Ponto_Pouso_P.38031,38031,Fazenda Mercedes Estância,Não,,20,1000,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-55.484999999697436 -18.33416666555202)
BCIM_Pista_Ponto_Pouso_P.38033,38033,Aero Resende,Não,,23,1000,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-49.79611111111045 -18.133611110310177)
BCIM_Pista_Ponto_Pouso_P.38651,38651,Boa Fé,Não,,18,630,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-56.34083333359048 -7.428055555455008)
BCIM_Pista_Ponto_Pouso_P.38035,38035,Fazenda Triângulo,Não,,19,1100,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-49.82055555579762 -13.581944444095534)
BCIM_Pista_Ponto_Pouso_P.38037,38037,Fazenda Terra do Sol,Não,,25,700,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-57.12972222200169 -15.376388887980411)
